QUESTION_ID,QUESTION,ANS_LONG,IS_ON_TOPIC,ANS_SHORT
1000105047,Who designed you?," <p>Watson was created in 2007 when a team of scientists from IBM((R)) Research collaborated with leading universities to create a computer system that could perform well enough on open-domain question answering to compete with champions on Jeopardy!, the quiz show known for its complex and tricky questions. The team dubbed the system <i>Watson</i> as a tribute to the founder of the International Business Machines Corporation, Thomas J. Watson.
</p><p>In February 2011, the team realized their goal and exceeded expectations when Watson appeared on Jeopardy! and beat the two highest ranked players in a two-game match. The competition was the ultimate test of the machine's capabilities because it relied on many human cognitive abilities that are traditionally considered to be beyond the capability of computers, such as:
</p><p>- Discern double meanings of words, puns, rhymes, and inferred hints.</p>
<p>- Respond rapidly.</p>
<p>- Process vast amounts of information to make complex and subtle logical connections.</p>
<p>For the Watson team, replicating these capabilities was an enormous challenge, because it moved beyond keyword searches and queries of structured data to accessing and assessing a vast amount of unstructured data to find the best answers. IBM knew that the solution to this challenge had the potential to change the way businesses use information and make decisions. And the transformation has begun.
</p>",True,
1000000181,Who uses Watson Engagement Advisor today?," <p>Organizations across industries are in various stages of development and deployment. Public announcements have included USAA, ANZ, and DBS.
</p>",True,
1000070033,Can I get the Watson API?," <p>The Watson Question Answer API (QAAPI) is available to accepted participants in the Watson Ecosystem. You can apply for the Watson Ecosystem at this link - <a href=""http://www.ibm.com/smarterplanet/us/en/ibmwatson/ecosystem.html"">http://www.ibm.com/smarterplanet/us/en/ibmwatson/ecosystem.html</a>.</p><span></span>",TRUE,
1000037924,What platform does Watson work on?," <p>Watson's capabilities are delivered as a service so as a result, they have little dependence on the end use platform. Typically, Watson services are embedded into a broader end user application.
</p>",True,
1000014454,what is a watson," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000015003,what is waatson," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000015005,what is in watson," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000015013,tell me about watson," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000015017,what's watson all about," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000017500,watson," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000017501,watson is what," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000018797,what is watscon," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000018883,What is watson>," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000020003,what are you?," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000055000,can you explain what watson is," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000004501,what is watson," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000057699,What can you tell me about Watson?," <p>IBM Watson is an analytical computing system that specializes in understanding the meaning of questions posed in natural human language and that draws on a broad domain of knowledge to respond quickly.
</p><p>Watson is a cognitive technology that helps augment and scale expertise by processing information more like a human than a computer by understanding natural language -- real language that is not specially designed and encoded just for computers, but language that humans use to capture and communicate knowledge. As it formulates a response, Watson applies advanced analytics to generate hypotheses, weigh and evaluate relevant evidence, and identify the information that is most likely to be useful. See <a href=""http://www.youtube.com/watch?v=Y_cqBP08yuA%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=Y_cqBP08yuA</a>.
</p><p>Watson is not a search engine. Search engines become less accurate as more information is introduced to the search. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what a user is asking. Watson is able to leverage additional information to become increasingly precise. Companies today have an abundance of information, most of it in an unstructured form that is not stored in database rows and columns and is therefore unusable by most traditional computing systems. Watson can help you to extract meaning from big data. See <a href=""http://www.youtube.com/watch?v=np1sJ08Q7lw%2522%20%5Co%20%2522(Opens%20in%20a%20new%20tab%20or%20window)%2522%20%5Ct%20%2522_blank"">http://www.youtube.com/watch?v=np1sJ08Q7lw</a>.
</p>",True,
1000070393,how is discovery advisor helping drug companes," <p>Watson Discovery Advisor is an application that researchers can use to find patterns and discover connections within a large data set.
</p><p>The Discovery Advisor is not a traditional question answering application. Rather, the goal of the Discovery Advisor is to return passages from the knowledge base that serve as evidence for the top answers to a question, and to enable those passages to be explored. A researcher can delve further into the knowledge base by proposing an alternate answer that he knows or that he finds within a returned passage. When the alternate answer is submitted to Watson evidence passages that relate to both the original question and the asserted answer are returned. By repeating this process, the researcher can chain together a series of passages that support a line of inquiry, in effect enabling him to test a hypothesis or formulate a new one.
</p>",True,
1000013991,How big are you?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000018585,does watson use a parallel architecture?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000057570,How big are you?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000057627,How is Watson hosted?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000057914,Why was IBM Power chosen for IBM Watson?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000037632,How big is Watson?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000037751,"I understand Watson is hosted, but is there an on-premise version?"," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000070076,Can watson run on windows," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000070181,Does Watson run on Windows?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000070247,how big is watson," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000070248,how big is watson?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000070493,how much processing power do you need," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
1000037762,Is Watson an on premise solution?," <p>Watson solutions are powered by massively parallel Power hardware and are offered as a service through the cloud for greater elasticity and scalability. They can be accessed by many simultaneous users through their choice of devices like smart phones and tablets.</p><span>
</span>",True,
